Link,Entity,Label,Occurrences
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Abu'l-Qāsim Ferdowsī,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Arab world,Place,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Attar,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Auckland,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Belgium,Country,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Berkley,City,2
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Bilbao,City,2
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Brussels,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,California,Place,3
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Carol Becker,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Chicago,City,3
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Danto,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Davos,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Doha,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Dorothy and Lillian Gish,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Edward Said,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,El-Guindi,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Espoo,City,2
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Fadwa,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Farīd ud-DīnʿAṭṭār,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Finland,Country,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Gladstone Gallery,Place,5
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Harmless,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Hiroshima,City,6
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Homa,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Houston,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Iran,Country,9
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Italy,Country,2
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Jalāl ad-Dīn Rūmī's,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Japan,Country,2
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Khaleeli,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Kyong Park,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,La Rocco,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Lisbon,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Los Angeles,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Mackenzie,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Madrid,City,2
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Manṭiq-uṭ-Ṭayr,Place,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Mevlana,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Miami,City,2
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Milan,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Minneapolis,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Montreal,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Nada Shabout,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Neshat,Person,36
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,New York,City,12
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,New York,Place,12
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,New Zealand,Country,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Nishat,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Oxford,City,3
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Phong Bui,Person,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Portugal,Country,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Qatar,Country,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,San Francisco,City,2
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,San Francisco Bay Area,Place,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Seoul,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Shirin Neshat,Person,16
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,South Korea,Country,2
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Spain,Country,3
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Switzerland,Country,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Tehran,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,Turin,City,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,USA,Country,1
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,United States,Country,10
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,United States of America,City,9
https://encyclopedia.mathaf.org.qa/en/bios/Pages/Shirin-Neshat-.aspx,United States of America,Country,9
